step,train/node_label/f1_score,train/loss/total,train/loss/node_label,train/node_label/accuracy,epoch,lr-Adam,val/loss/node_label,val/node_label/f1_score,val/node_label/accuracy,val/loss/total,test/loss/total,test/node_label/accuracy,test/loss/node_label,test/node_label/f1_score
5499,0.7803349494934082,1.1618869304656982,1.1618869304656982,0.2460322380065918,82,,,,,,,,,
5549,,,,,,0.001,,,,,,,,
5549,0.732937753200531,1.214995265007019,1.214995265007019,0.17318299412727356,82,,,,,,,,,
5560,,,,,82,,1.6492878198623657,0.5115213990211487,0.10381878167390823,1.6492878198623657,,,,
5561,,,,,,0.001,,,,,,,,
5599,,,,,,0.001,,,,,,,,
5599,0.6828022003173828,1.29665207862854,1.29665207862854,0.15964846312999725,83,,,,,,,,,
5627,,,,,83,,1.6489920616149902,0.5183274745941162,0.10293983668088913,1.6489920616149902,,,,
5628,,,,,,0.001,,,,,,,,
5649,,,,,,0.001,,,,,,,,
5649,0.6191545128822327,1.2890712022781372,1.2890712022781372,0.07909640669822693,84,,,,,,,,,
5694,,,,,84,,1.6082119941711426,0.5481697916984558,0.11696279048919678,1.6082119941711426,,,,
5695,,,,,,0.001,,,,,,,,
5699,,,,,,0.001,,,,,,,,
5699,0.7272623777389526,1.230252742767334,1.230252742767334,0.2261955291032791,85,,,,,,,,,
5749,,,,,,0.001,,,,,,,,
5749,0.7197375297546387,1.2220016717910767,1.2220016717910767,0.23281264305114746,85,,,,,,,,,
5761,,,,,85,,1.5914980173110962,0.5609589219093323,0.11012282222509384,1.5914980173110962,,,,
5762,,,,,,0.001,,,,,,,,
5799,,,,,,0.001,,,,,,,,
5799,0.741426944732666,1.2380948066711426,1.2380948066711426,0.23514823615550995,86,,,,,,,,,
5828,,,,,86,,1.7172690629959106,0.49757787585258484,0.11595942080020905,1.7172690629959106,,,,
5829,,,,,,0.001,,,,,,,,
5849,,,,,,0.001,,,,,,,,
5849,0.6474175453186035,1.2006033658981323,1.2006033658981323,0.12136372178792953,87,,,,,,,,,
5895,,,,,87,,1.6813050508499146,0.5181949138641357,0.1240227147936821,1.6813050508499146,,,,
5896,,,,,,0.001,,,,,,,,
5899,,,,,,0.001,,,,,,,,
5899,0.6422398090362549,1.321961760520935,1.321961760520935,0.1448613554239273,88,,,,,,,,,
5949,,,,,,0.001,,,,,,,,
5949,0.6978439688682556,1.2312291860580444,1.2312291860580444,0.1447438895702362,88,,,,,,,,,
5962,,,,,88,,1.6929068565368652,0.5131547451019287,0.11813066899776459,1.6929068565368652,,,,
5963,,,,,,0.001,,,,,,,,
5999,,,,,,0.001,,,,,,,,
5999,0.7046108245849609,1.2477138042449951,1.2477138042449951,0.20090804994106293,89,,,,,,,,,
6029,,,,,89,,1.6499929428100586,0.5344604849815369,0.12097346782684326,1.6499929428100586,,,,
6030,,,,,,0.001,,,,,,,,
6049,,,,,,0.001,,,,,,,,
6049,0.6545124053955078,1.293255090713501,1.293255090713501,0.11363541334867477,90,,,,,,,,,
6096,,,,,90,,1.6849792003631592,0.5137006640434265,0.12197637557983398,1.6849792003631592,,,,
6097,,,,,,0.001,,,,,,,,
6099,,,,,,0.001,,,,,,,,
6099,0.7016164064407349,1.2567533254623413,1.2567533254623413,0.18318021297454834,91,,,,,,,,,
6149,,,,,,0.001,,,,,,,,
6149,0.6770878434181213,1.193448781967163,1.193448781967163,0.12210644036531448,91,,,,,,,,,
6163,,,,,91,,1.6842223405838013,0.5145013928413391,0.12423012405633926,1.6842223405838013,,,,
6164,,,,,,0.001,,,,,,,,
6199,,,,,,0.001,,,,,,,,
6199,0.7728469371795654,1.2456364631652832,1.2456364631652832,0.23739264905452728,92,,,,,,,,,
6230,,,,,92,,1.6966273784637451,0.503405749797821,0.12034571915864944,1.6966273784637451,,,,
6231,,,,,,0.001,,,,,,,,
6249,,,,,,0.001,,,,,,,,
6249,0.7238789796829224,1.211714506149292,1.211714506149292,0.1809334009885788,93,,,,,,,,,
6297,,,,,93,,1.6489174365997314,0.5090534687042236,0.0978325605392456,1.6489174365997314,,,,
6298,,,,,,0.001,,,,,,,,
6299,,,,,,0.001,,,,,,,,
6299,0.6642448306083679,1.2392387390136719,1.2392387390136719,0.12199637293815613,94,,,,,,,,,
6349,,,,,,0.001,,,,,,,,
6349,0.7283949851989746,1.220931053161621,1.220931053161621,0.1834680438041687,94,,,,,,,,,
6364,,,,,94,,1.6730036735534668,0.5167645812034607,0.11605029553174973,1.6730036735534668,,,,
6365,,,,,,0.001,,,,,,,,
6399,,,,,,0.001,,,,,,,,
6399,0.676291823387146,1.2510069608688354,1.2510069608688354,0.13553738594055176,95,,,,,,,,,
6431,,,,,95,,1.6689746379852295,0.5151154398918152,0.10776235908269882,1.6689746379852295,,,,
6432,,,,,,0.001,,,,,,,,
6449,,,,,,0.001,,,,,,,,
6449,0.7149816751480103,1.1756432056427002,1.1756432056427002,0.19570939242839813,96,,,,,,,,,
6498,,,,,96,,1.7020264863967896,0.49031689763069153,0.10600773245096207,1.7020264863967896,,,,
6499,,,,,,0.001,,,,,,,,
6499,,,,,,0.001,,,,,,,,
6499,0.6886568069458008,1.280169129371643,1.280169129371643,0.18376827239990234,97,,,,,,,,,
6549,,,,,,0.001,,,,,,,,
6549,0.6788493394851685,1.2269792556762695,1.2269792556762695,0.15026472508907318,97,,,,,,,,,
6565,,,,,97,,1.6634479761123657,0.5251680612564087,0.1106298640370369,1.6634479761123657,,,,
6566,,,,,,0.001,,,,,,,,
6599,,,,,,0.001,,,,,,,,
6599,0.6550738215446472,1.2085620164871216,1.2085620164871216,0.1072172001004219,98,,,,,,,,,
6632,,,,,98,,1.6719082593917847,0.5096487402915955,0.11885674297809601,1.6719082593917847,,,,
6633,,,,,,0.001,,,,,,,,
6649,,,,,,0.001,,,,,,,,
6649,0.6367762088775635,1.2829512357711792,1.2829512357711792,0.12739796936511993,99,,,,,,,,,
6699,,,,,,0.001,,,,,,,,
6699,0.6775380969047546,1.3577231168746948,1.3577231168746948,0.09683802723884583,99,,,,,,,,,
6699,,,,,99,,1.5546461343765259,0.6044065952301025,0.13586044311523438,1.5546461343765259,,,,
6700,,,,,,0.001,,,,,,,,
6749,,,,,,0.001,,,,,,,,
6749,0.7037085890769958,1.2674094438552856,1.2674094438552856,0.17839297652244568,100,,,,,,,,,
6766,,,,,100,,1.6573611497879028,0.5127353668212891,0.0905396044254303,1.6573611497879028,,,,
6767,,,,,,0.001,,,,,,,,
6799,,,,,,0.001,,,,,,,,
6799,0.7146592140197754,1.2126091718673706,1.2126091718673706,0.18841682374477386,101,,,,,,,,,
6833,,,,,101,,1.693701148033142,0.510369598865509,0.11865867674350739,1.693701148033142,,,,
6834,,,,,,0.001,,,,,,,,
6849,,,,,,0.001,,,,,,,,
6849,0.6472346186637878,1.317731261253357,1.317731261253357,0.1322551965713501,102,,,,,,,,,
6899,,,,,,0.001,,,,,,,,
6899,0.7078162431716919,1.2350765466690063,1.2350765466690063,0.14786358177661896,102,,,,,,,,,
6900,,,,,102,,1.6752921342849731,0.5135875940322876,0.1136469766497612,1.6752921342849731,,,,
6901,,,,,,0.001,,,,,,,,
6949,,,,,,0.001,,,,,,,,
6949,0.6998263001441956,1.199396014213562,1.199396014213562,0.17364253103733063,103,,,,,,,,,
6967,,,,,103,,1.6576341390609741,0.5252881050109863,0.10568895190954208,1.6576341390609741,,,,
6968,,,,,,0.001,,,,,,,,
6999,,,,,,0.001,,,,,,,,
6999,0.7214676737785339,1.2970330715179443,1.2970330715179443,0.2562435567378998,104,,,,,,,,,
7034,,,,,104,,1.6273757219314575,0.5437931418418884,0.11154469102621078,1.6273757219314575,,,,
7035,,,,,,0.001,,,,,,,,
7049,,,,,,0.001,,,,,,,,
7049,0.7210779190063477,1.166460394859314,1.166460394859314,0.17610889673233032,105,,,,,,,,,
7099,,,,,,0.001,,,,,,,,
7099,0.689227819442749,1.2545104026794434,1.2545104026794434,0.14654918015003204,105,,,,,,,,,
7101,,,,,105,,1.7022117376327515,0.4812606871128082,0.09665349125862122,1.7022117376327515,,,,
7102,,,,,,0.001,,,,,,,,
7149,,,,,,0.001,,,,,,,,
7149,0.7240687608718872,1.17438805103302,1.17438805103302,0.18924939632415771,106,,,,,,,,,
7168,,,,,106,,1.6496446132659912,0.5346034169197083,0.12309110909700394,1.6496446132659912,,,,
7169,,,,,,0.001,,,,,,,,
7199,,,,,,0.001,,,,,,,,
7199,0.7477507591247559,1.2059402465820312,1.2059402465820312,0.1936885118484497,107,,,,,,,,,
7235,,,,,107,,1.676471471786499,0.5050376057624817,0.10639967769384384,1.676471471786499,,,,
7236,,,,,,0.001,,,,,,,,
7249,,,,,,0.001,,,,,,,,
7249,0.7610775232315063,1.1717106103897095,1.1717106103897095,0.24633103609085083,108,,,,,,,,,
7299,,,,,,0.001,,,,,,,,
7299,0.7679985761642456,1.188925862312317,1.188925862312317,0.3013262450695038,108,,,,,,,,,
7302,,,,,108,,1.6299588680267334,0.5278114676475525,0.11687610298395157,1.6299588680267334,,,,
7303,,,,,,0.001,,,,,,,,
7349,,,,,,0.001,,,,,,,,
7349,0.6565892100334167,1.4450980424880981,1.4450980424880981,0.17650996148586273,109,,,,,,,,,
7369,,,,,109,,1.7099080085754395,0.4903210699558258,0.12175314873456955,1.7099080085754395,,,,
7370,,,,,,0.001,,,,,,,,
7399,,,,,,0.001,,,,,,,,
7399,0.7012553811073303,1.2389081716537476,1.2389081716537476,0.14358754456043243,110,,,,,,,,,
7436,,,,,110,,1.6527622938156128,0.5026755928993225,0.09555040299892426,1.6527622938156128,,,,
7437,,,,,,0.001,,,,,,,,
7449,,,,,,0.001,,,,,,,,
7449,0.6746431589126587,1.2786754369735718,1.2786754369735718,0.13484174013137817,111,,,,,,,,,
7499,,,,,,0.001,,,,,,,,
7499,0.6521143317222595,1.2927747964859009,1.2927747964859009,0.1469436138868332,111,,,,,,,,,
7503,,,,,111,,1.694426417350769,0.5043271780014038,0.11955346912145615,1.694426417350769,,,,
7504,,,,,,0.001,,,,,,,,
7549,,,,,,0.001,,,,,,,,
7549,0.6734383702278137,1.2872695922851562,1.2872695922851562,0.12314563244581223,112,,,,,,,,,
7570,,,,,112,,1.7243459224700928,0.5057478547096252,0.13482864201068878,1.7243459224700928,,,,
7571,,,,,,0.001,,,,,,,,
7599,,,,,,0.001,,,,,,,,
7599,0.6919591426849365,1.2861541509628296,1.2861541509628296,0.21034608781337738,113,,,,,,,,,
7637,,,,,113,,1.6331654787063599,0.5426120162010193,0.10804056376218796,1.6331654787063599,,,,
7638,,,,,,0.001,,,,,,,,
7649,,,,,,0.001,,,,,,,,
7649,0.7088682055473328,1.2128195762634277,1.2128195762634277,0.16624890267848969,114,,,,,,,,,
7699,,,,,,0.001,,,,,,,,
7699,0.6874887347221375,1.2310030460357666,1.2310030460357666,0.15946055948734283,114,,,,,,,,,
7704,,,,,114,,1.6295721530914307,0.5244395136833191,0.0997186005115509,1.6295721530914307,,,,
7705,,,,,,0.001,,,,,,,,
7749,,,,,,0.001,,,,,,,,
7749,0.7414712905883789,1.1973202228546143,1.1973202228546143,0.23455098271369934,115,,,,,,,,,
7771,,,,,115,,1.683487057685852,0.5019246935844421,0.10466743260622025,1.683487057685852,,,,
7772,,,,,,0.001,,,,,,,,
7799,,,,,,0.001,,,,,,,,
7799,0.6938014030456543,1.2639704942703247,1.2639704942703247,0.18033336102962494,116,,,,,,,,,
7838,,,,,116,,1.6720751523971558,0.496050626039505,0.10340865701436996,1.6720751523971558,,,,
7839,,,,,,0.001,,,,,,,,
7849,,,,,,0.001,,,,,,,,
7849,0.6643688678741455,1.376230239868164,1.376230239868164,0.12665455043315887,117,,,,,,,,,
7899,,,,,,0.001,,,,,,,,
7899,0.7787743806838989,1.1475704908370972,1.1475704908370972,0.2623780369758606,117,,,,,,,,,
7905,,,,,117,,1.6797833442687988,0.5081261396408081,0.11528924852609634,1.6797833442687988,,,,
7906,,,,,,0.001,,,,,,,,
7949,,,,,,0.001,,,,,,,,
7949,0.6760093569755554,1.2824313640594482,1.2824313640594482,0.1297571361064911,118,,,,,,,,,
7972,,,,,118,,1.701646327972412,0.5007796883583069,0.11079436540603638,1.701646327972412,,,,
7973,,,,,,0.001,,,,,,,,
7999,,,,,,0.001,,,,,,,,
7999,0.6613152623176575,1.243742823600769,1.243742823600769,0.1272648274898529,119,,,,,,,,,
8039,,,,,119,,1.616674542427063,0.553615152835846,0.12531132996082306,1.616674542427063,,,,
8040,,,,,,0.001,,,,,,,,
8049,,,,,,0.001,,,,,,,,
8049,0.7224395871162415,1.2598563432693481,1.2598563432693481,0.23141516745090485,120,,,,,,,,,
8099,,,,,,0.001,,,,,,,,
8099,0.6045140624046326,1.390684723854065,1.390684723854065,0.10572095215320587,120,,,,,,,,,
8106,,,,,120,,1.6839942932128906,0.5168951153755188,0.11997894942760468,1.6839942932128906,,,,
8107,,,,,,0.001,,,,,,,,
8149,,,,,,0.001,,,,,,,,
8149,0.7399084568023682,1.2616552114486694,1.2616552114486694,0.21747076511383057,121,,,,,,,,,
8173,,,,,121,,1.6595946550369263,0.5037768483161926,0.09353434294462204,1.6595946550369263,,,,
8174,,,,,,0.001,,,,,,,,
8199,,,,,,0.001,,,,,,,,
8199,0.6519932746887207,1.2642219066619873,1.2642219066619873,0.12071013450622559,122,,,,,,,,,
8240,,,,,122,,1.7160629034042358,0.48586466908454895,0.11034369468688965,1.7160629034042358,,,,
8241,,,,,,0.001,,,,,,,,
8249,,,,,,0.001,,,,,,,,
8249,0.6772180199623108,1.232315182685852,1.232315182685852,0.13119739294052124,123,,,,,,,,,
8299,,,,,,0.001,,,,,,,,
8299,0.6012841463088989,1.356945514678955,1.356945514678955,0.07449821382761002,123,,,,,,,,,
8307,,,,,123,,1.6680959463119507,0.5124273896217346,0.10802845656871796,1.6680959463119507,,,,
8308,,,,,,0.001,,,,,,,,
8349,,,,,,0.001,,,,,,,,
8349,0.6209316253662109,1.324995994567871,1.324995994567871,0.07982869446277618,124,,,,,,,,,
8374,,,,,124,,1.6408525705337524,0.5302895307540894,0.10719845443964005,1.6408525705337524,,,,
8375,,,,,,0.001,,,,,,,,
8399,,,,,,0.001,,,,,,,,
8399,0.6278622150421143,1.2665464878082275,1.2665464878082275,0.1028255745768547,125,,,,,,,,,
8441,,,,,125,,1.653504490852356,0.5128230452537537,0.10489159822463989,1.653504490852356,,,,
8442,,,,,,0.001,,,,,,,,
8449,,,,,,0.001,,,,,,,,
8449,0.6312587857246399,1.2880851030349731,1.2880851030349731,0.11139663308858871,126,,,,,,,,,
8499,,,,,,0.001,,,,,,,,
8499,0.6438966989517212,1.2610366344451904,1.2610366344451904,0.10609723627567291,126,,,,,,,,,
8508,,,,,126,,1.6524255275726318,0.5199588537216187,0.10458259284496307,1.6524255275726318,,,,
8509,,,,,,0.001,,,,,,,,
8549,,,,,,0.001,,,,,,,,
8549,0.6605925559997559,1.2637113332748413,1.2637113332748413,0.10366714000701904,127,,,,,,,,,
8575,,,,,127,,1.6126645803451538,0.5353567004203796,0.09901722520589828,1.6126645803451538,,,,
8576,,,,,,0.001,,,,,,,,
8599,,,,,,0.001,,,,,,,,
8599,0.6849995851516724,1.2485913038253784,1.2485913038253784,0.11451512575149536,128,,,,,,,,,
8642,,,,,128,,1.6506528854370117,0.5270195007324219,0.1139969676733017,1.6506528854370117,,,,
8643,,,,,,0.001,,,,,,,,
8649,,,,,,0.001,,,,,,,,
8649,0.669756293296814,1.2628178596496582,1.2628178596496582,0.12056165188550949,129,,,,,,,,,
8699,,,,,,0.001,,,,,,,,
8699,0.6814571619033813,1.3082549571990967,1.3082549571990967,0.14763131737709045,129,,,,,,,,,
8709,,,,,129,,1.7018327713012695,0.4941748082637787,0.10733126103878021,1.7018327713012695,,,,
8710,,,,,,0.001,,,,,,,,
8749,,,,,,0.001,,,,,,,,
8749,0.6824594736099243,1.2291780710220337,1.2291780710220337,0.13905134797096252,130,,,,,,,,,
8776,,,,,130,,1.678619623184204,0.5130725502967834,0.11181963235139847,1.678619623184204,,,,
8777,,,,,,0.001,,,,,,,,
8799,,,,,,0.001,,,,,,,,
8799,0.7330424189567566,1.1981672048568726,1.1981672048568726,0.19372223317623138,131,,,,,,,,,
8843,,,,,131,,1.6489391326904297,0.5389105081558228,0.11392843723297119,1.6489391326904297,,,,
8844,,,,,,0.001,,,,,,,,
8849,,,,,,0.001,,,,,,,,
8849,0.7061514854431152,1.2192628383636475,1.2192628383636475,0.16246680915355682,132,,,,,,,,,
8899,,,,,,0.001,,,,,,,,
8899,0.6798065900802612,1.2356325387954712,1.2356325387954712,0.10570918023586273,132,,,,,,,,,
8910,,,,,132,,1.6652467250823975,0.5104135870933533,0.09327103197574615,1.6652467250823975,,,,
8911,,,,,,0.001,,,,,,,,
8949,,,,,,0.001,,,,,,,,
8949,0.7281663417816162,1.145909070968628,1.145909070968628,0.15748395025730133,133,,,,,,,,,
8977,,,,,133,,1.670557975769043,0.5149145722389221,0.1149425208568573,1.670557975769043,,,,
8978,,,,,,0.001,,,,,,,,
8999,,,,,,0.001,,,,,,,,
8999,0.6395943760871887,1.2659730911254883,1.2659730911254883,0.08064661175012589,134,,,,,,,,,
9044,,,,,134,,1.6151310205459595,0.5452539920806885,0.1050085574388504,1.6151310205459595,,,,
9045,,,,,,0.001,,,,,,,,
9049,,,,,,0.001,,,,,,,,
9049,0.7043026685714722,1.2517333030700684,1.2517333030700684,0.1549587845802307,135,,,,,,,,,
9099,,,,,,0.001,,,,,,,,
9099,0.7214341163635254,1.1929855346679688,1.1929855346679688,0.1812850683927536,135,,,,,,,,,
9111,,,,,135,,1.6994855403900146,0.492355614900589,0.09760607033967972,1.6994855403900146,,,,
9112,,,,,,0.001,,,,,,,,
9149,,,,,,0.001,,,,,,,,
9149,0.6814084053039551,1.3122895956039429,1.3122895956039429,0.1557208001613617,136,,,,,,,,,
9178,,,,,136,,1.6602314710617065,0.5303356051445007,0.11351040750741959,1.6602314710617065,,,,
9179,,,,,,0.001,,,,,,,,
9199,,,,,,0.001,,,,,,,,
9199,0.7019867300987244,1.1930125951766968,1.1930125951766968,0.15808716416358948,137,,,,,,,,,
9245,,,,,137,,1.6723968982696533,0.50595623254776,0.09608355164527893,1.6723968982696533,,,,
9246,,,,,,0.001,,,,,,,,
9249,,,,,,0.001,,,,,,,,
9249,0.7066699266433716,1.2282599210739136,1.2282599210739136,0.15822620689868927,138,,,,,,,,,
9299,,,,,,0.001,,,,,,,,
9299,0.7051472663879395,1.22634756565094,1.22634756565094,0.15939606726169586,138,,,,,,,,,
9312,,,,,138,,1.6413605213165283,0.5196734070777893,0.0961059182882309,1.6413605213165283,,,,
9313,,,,,,0.001,,,,,,,,
9349,,,,,,0.001,,,,,,,,
9349,0.702865719795227,1.2395758628845215,1.2395758628845215,0.12196028232574463,139,,,,,,,,,
9379,,,,,139,,1.6488945484161377,0.48621323704719543,0.09137661755084991,1.6488945484161377,,,,
9380,,,,,,0.001,,,,,,,,
9399,,,,,,0.001,,,,,,,,
9399,0.7706342339515686,1.1806827783584595,1.1806827783584595,0.2591090798377991,140,,,,,,,,,
9446,,,,,140,,1.6578270196914673,0.507462739944458,0.09301844239234924,1.6578270196914673,,,,
9447,,,,,,0.001,,,,,,,,
9449,,,,,,0.001,,,,,,,,
9449,0.6685329675674438,1.209815502166748,1.209815502166748,0.11161957681179047,141,,,,,,,,,
9499,,,,,,0.001,,,,,,,,
9499,0.6538820862770081,1.1980130672454834,1.1980130672454834,0.12826372683048248,141,,,,,,,,,
9513,,,,,141,,1.6664628982543945,0.5384523868560791,0.12792202830314636,1.6664628982543945,,,,
9514,,,,,,0.001,,,,,,,,
9549,,,,,,0.001,,,,,,,,
9549,0.662708580493927,1.240842580795288,1.240842580795288,0.08996137231588364,142,,,,,,,,,
9580,,,,,142,,1.6746455430984497,0.5015590190887451,0.09827437251806259,1.6746455430984497,,,,
9581,,,,,,0.001,,,,,,,,
9599,,,,,,0.001,,,,,,,,
9599,0.6684631705284119,1.2140464782714844,1.2140464782714844,0.11494115740060806,143,,,,,,,,,
9647,,,,,143,,1.653786063194275,0.5080046653747559,0.09142787754535675,1.653786063194275,,,,
9648,,,,,,0.001,,,,,,,,
9649,,,,,,0.001,,,,,,,,
9649,0.6479633450508118,1.2427986860275269,1.2427986860275269,0.11536699533462524,144,,,,,,,,,
9699,,,,,,0.001,,,,,,,,
9699,0.691584587097168,1.2508666515350342,1.2508666515350342,0.1560831218957901,144,,,,,,,,,
9714,,,,,144,,1.7034887075424194,0.4841729700565338,0.0993252769112587,1.7034887075424194,,,,
9715,,,,,,0.001,,,,,,,,
9749,,,,,,0.001,,,,,,,,
9749,0.6896582841873169,1.2566156387329102,1.2566156387329102,0.09971926361322403,145,,,,,,,,,
9781,,,,,145,,1.6698247194290161,0.49899065494537354,0.08901800960302353,1.6698247194290161,,,,
9782,,,,,,0.001,,,,,,,,
9799,,,,,,0.001,,,,,,,,
9799,0.6840227246284485,1.2571464776992798,1.2571464776992798,0.14415419101715088,146,,,,,,,,,
9848,,,,,146,,1.5928281545639038,0.5234518647193909,0.09301192313432693,1.5928281545639038,,,,
9849,,,,,,0.001,,,,,,,,
9849,,,,,,0.001,,,,,,,,
9849,0.6677244305610657,1.243127703666687,1.243127703666687,0.1343376338481903,147,,,,,,,,,
9899,,,,,,0.001,,,,,,,,
9899,0.7112506031990051,1.2375819683074951,1.2375819683074951,0.1965116560459137,147,,,,,,,,,
9915,,,,,147,,1.6696721315383911,0.5066213011741638,0.10442090779542923,1.6696721315383911,,,,
9916,,,,,,0.001,,,,,,,,
9949,,,,,,0.001,,,,,,,,
9949,0.6224472522735596,1.3224282264709473,1.3224282264709473,0.09943374246358871,148,,,,,,,,,
9982,,,,,148,,1.6305382251739502,0.5342216491699219,0.11515550315380096,1.6305382251739502,,,,
9983,,,,,,0.001,,,,,,,,
9999,,,,,,0.001,,,,,,,,
9999,0.695928692817688,1.2079421281814575,1.2079421281814575,0.16897132992744446,149,,,,,,,,,
10049,,,,,,0.001,,,,,,,,
10049,0.7312995791435242,1.195745825767517,1.195745825767517,0.19180430471897125,149,,,,,,,,,
10049,,,,,149,,1.666449785232544,0.509174644947052,0.10010076314210892,1.666449785232544,,,,
10050,,,,,,0.001,,,,,,,,
10099,,,,,,0.001,,,,,,,,
10099,0.6915777921676636,1.3036344051361084,1.3036344051361084,0.18018798530101776,150,,,,,,,,,
10116,,,,,150,,1.6975764036178589,0.48886236548423767,0.09292571246623993,1.6975764036178589,,,,
10117,,,,,,0.001,,,,,,,,
10149,,,,,,0.001,,,,,,,,
10149,0.716537594795227,1.2229176759719849,1.2229176759719849,0.17382992804050446,151,,,,,,,,,
10183,,,,,151,,1.6455583572387695,0.5197670459747314,0.09967294335365295,1.6455583572387695,,,,
10184,,,,,,0.001,,,,,,,,
10199,,,,,,0.001,,,,,,,,
10199,0.6872069835662842,1.2436305284500122,1.2436305284500122,0.15298627316951752,152,,,,,,,,,
10249,,,,,,0.001,,,,,,,,
10249,0.6860336661338806,1.240333914756775,1.240333914756775,0.16327320039272308,152,,,,,,,,,
10250,,,,,152,,1.645728588104248,0.49997374415397644,0.09045106917619705,1.645728588104248,,,,
10251,,,,,,0.001,,,,,,,,
10299,,,,,,0.001,,,,,,,,
10299,0.6645885705947876,1.257561445236206,1.257561445236206,0.1122535839676857,153,,,,,,,,,
10317,,,,,153,,1.6561397314071655,0.500817596912384,0.07849730551242828,1.6561397314071655,,,,
10318,,,,,,0.001,,,,,,,,
10349,,,,,,0.001,,,,,,,,
10349,0.7146506309509277,1.223758578300476,1.223758578300476,0.18831828236579895,154,,,,,,,,,
10384,,,,,154,,1.6283289194107056,0.5195792317390442,0.08962105214595795,1.6283289194107056,,,,
10385,,,,,,0.001,,,,,,,,
10399,,,,,,0.001,,,,,,,,
10399,0.6476082801818848,1.2257245779037476,1.2257245779037476,0.09688417613506317,155,,,,,,,,,
10449,,,,,,0.001,,,,,,,,
10449,0.6604346632957458,1.2230536937713623,1.2230536937713623,0.11186642944812775,155,,,,,,,,,
10451,,,,,155,,1.7042335271835327,0.4795111417770386,0.09580904245376587,1.7042335271835327,,,,
10452,,,,,,0.001,,,,,,,,
10499,,,,,,0.001,,,,,,,,
10499,0.6377390027046204,1.2781661748886108,1.2781661748886108,0.07265114784240723,156,,,,,,,,,
10518,,,,,156,,1.6883180141448975,0.5230505466461182,0.12838387489318848,1.6883180141448975,,,,
10519,,,,,,0.001,,,,,,,,
10549,,,,,,0.001,,,,,,,,
10549,0.6722410321235657,1.228352427482605,1.228352427482605,0.10319556295871735,157,,,,,,,,,
10585,,,,,157,,1.7001054286956787,0.48528873920440674,0.09639858454465866,1.7001054286956787,,,,
10586,,,,,,0.001,,,,,,,,
10599,,,,,,0.001,,,,,,,,
10599,0.700209379196167,1.2065190076828003,1.2065190076828003,0.15880492329597473,158,,,,,,,,,
10649,,,,,,0.001,,,,,,,,
10649,0.7143926620483398,1.273465633392334,1.273465633392334,0.21183860301971436,158,,,,,,,,,
10652,,,,,158,,1.6793005466461182,0.5024752616882324,0.10272732377052307,1.6793005466461182,,,,
10653,,,,,,0.001,,,,,,,,
10699,,,,,,0.001,,,,,,,,
10699,0.7541333436965942,1.2032904624938965,1.2032904624938965,0.25124669075012207,159,,,,,,,,,
10719,,,,,159,,1.6502206325531006,0.525670051574707,0.10544010996818542,1.6502206325531006,,,,
10720,,,,,,0.001,,,,,,,,
10749,,,,,,0.001,,,,,,,,
10749,0.6954047679901123,1.253763198852539,1.253763198852539,0.17671656608581543,160,,,,,,,,,
10786,,,,,160,,1.6374894380569458,0.5374020934104919,0.1165708526968956,1.6374894380569458,,,,
10787,,,,,,0.001,,,,,,,,
10799,,,,,,0.001,,,,,,,,
10799,0.7077839970588684,1.2202430963516235,1.2202430963516235,0.1879437267780304,161,,,,,,,,,
10849,,,,,,0.001,,,,,,,,
10849,0.7051894068717957,1.229299783706665,1.229299783706665,0.17622026801109314,161,,,,,,,,,
10853,,,,,161,,1.6155019998550415,0.5193896889686584,0.08211745321750641,1.6155019998550415,,,,
10854,,,,,,0.001,,,,,,,,
10899,,,,,,0.001,,,,,,,,
10899,0.6432980895042419,1.3246886730194092,1.3246886730194092,0.12456565350294113,162,,,,,,,,,
10920,,,,,162,,1.5968422889709473,0.5516316294670105,0.09361124038696289,1.5968422889709473,,,,
10921,,,,,,0.001,,,,,,,,
10949,,,,,,0.001,,,,,,,,
10949,0.5756375193595886,1.2715044021606445,1.2715044021606445,0.04122249037027359,163,,,,,,,,,
10987,,,,,163,,1.663244366645813,0.49855509400367737,0.10157529264688492,1.663244366645813,,,,
10988,,,,,,0.001,,,,,,,,
10999,,,,,,0.001,,,,,,,,
10999,0.6462690830230713,1.2283515930175781,1.2283515930175781,0.11576756089925766,164,,,,,,,,,
11049,,,,,,0.001,,,,,,,,
11049,0.6027359962463379,1.3245055675506592,1.3245055675506592,0.06750350445508957,164,,,,,,,,,
11054,,,,,164,,1.5972622632980347,0.528198778629303,0.07991218566894531,1.5972622632980347,,,,
11055,,,,,,0.001,,,,,,,,
11099,,,,,,0.001,,,,,,,,
11099,0.7370264530181885,1.1762324571609497,1.1762324571609497,0.17384891211986542,165,,,,,,,,,
11121,,,,,165,,1.649368166923523,0.4987930357456207,0.08498775213956833,1.649368166923523,,,,
11122,,,,,,0.001,,,,,,,,
11149,,,,,,0.001,,,,,,,,
11149,0.7087527513504028,1.1834441423416138,1.1834441423416138,0.1465442180633545,166,,,,,,,,,
11188,,,,,166,,1.710640549659729,0.4798784554004669,0.09320065379142761,1.710640549659729,,,,
11189,,,,,,0.001,,,,,,,,
11199,,,,,,0.001,,,,,,,,
11199,0.5927859544754028,1.3826899528503418,1.3826899528503418,0.06370159238576889,167,,,,,,,,,
